position,track_name,artist,streams,URL,date
1,Intentions (feat. Quavo),Justin Bieber,229705,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,2020-04-01
2,Don't Start Now,Dua Lipa,218455,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,2020-04-01
3,Sunday Best,Surfaces,173926,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,2020-04-01
4,Imahe,Magnus Haven,172098,https://open.spotify.com/track/65sEZZaxTjLMD8vNgPoMz5,2020-04-01
5,death bed (coffee for your head) (feat. beabadoobee),Powfu,168559,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,2020-04-01
6,Make It With You,Ben&Ben,162468,https://open.spotify.com/track/2Mo4pOpCYXOu33856sMQLh,2020-04-01
7,Pagtingin,Ben&Ben,150829,https://open.spotify.com/track/5l9g7py8RCblcvbZgGQgSd,2020-04-01
8,Dance Monkey,Tones And I,143178,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2020-04-01
9,Someone You Loved,Lewis Capaldi,137950,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2020-04-01
10,"10,000 Hours (with Justin Bieber)",Dan + Shay,136348,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2020-04-01
11,Sa Susunod na Habang Buhay,Ben&Ben,132998,https://open.spotify.com/track/3PgjBOoA5OytNGkglObpOd,2020-04-01
12,Say So,Doja Cat,132432,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-04-01
13,Circles,Post Malone,126670,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020-04-01
14,Hindi Tayo Pwede,The Juans,125073,https://open.spotify.com/track/6VqZS3Wmf53pbfDBVEYvnP,2020-04-01
15,Like That (feat. Gucci Mane),Doja Cat,120811,https://open.spotify.com/track/4EivmOT13NMpNSfTKn9p4s,2020-04-01
16,Memories,Maroon 5,120761,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020-04-01
17,Supalonely,BENEE,113793,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,2020-04-01
18,Falling,Trevor Daniel,112923,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,2020-04-01
19,Teka Lang,Emman,112871,https://open.spotify.com/track/47UUjZbqZjcrzELnFBB1Ht,2020-04-01
20,Yummy,Justin Bieber,110837,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,2020-04-01
21,Break My Heart,Dua Lipa,110612,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,2020-04-01
22,Vibe With Me,Matthaios,110414,https://open.spotify.com/track/0G5qmu4TsdUH19zdcbI9Ui,2020-04-01
23,Masyado Pang Maaga,Ben&Ben,109437,https://open.spotify.com/track/0luyrm1L6gjtoLekHOf67t,2020-04-01
24,Araw-Araw Love,Flow G,104082,https://open.spotify.com/track/1x7DysraeqSgVgj95hHc3U,2020-04-01
25,ROXANNE,Arizona Zervas,103946,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2020-04-01
26,Yellow Hearts,Ant Saunders,98735,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,2020-04-01
27,The Box,Roddy Ricch,96221,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020-04-01
28,Kathang Isip,Ben&Ben,94560,https://open.spotify.com/track/3WUEs51GpcvlgU7lehLgLh,2020-04-01
29,Make You Mine,PUBLIC,89179,https://open.spotify.com/track/5iFwAOB2TFkPJk8sMlxP8g,2020-04-01
30,Mean It,Lauv,88020,https://open.spotify.com/track/3uc8AGNL0KbvISIrjnfRvN,2020-04-01
31,Blinding Lights,The Weeknd,87709,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,2020-04-01
32,Catriona,Matthaios,85981,https://open.spotify.com/track/4YMfE4r1JWADFw2Fn74XW2,2020-04-01
33,Maybe The Night,Ben&Ben,84689,https://open.spotify.com/track/1yDiru08Q6omDOGkZMPnei,2020-04-01
34,Beautiful Scars,Maximillian,84561,https://open.spotify.com/track/0iw0EuzmMKMYvZuQYW8DBA,2020-04-01
35,I Want You Back,Matthaios,82350,https://open.spotify.com/track/5jLUKFlEJzOf6b6PCaohFI,2020-04-01
36,Ivana,Soulstice,80472,https://open.spotify.com/track/54b8IPvheXDpro2VR2rWAS,2020-04-01
37,Can We Kiss Forever?,Kina,80241,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,2020-04-01
38,Araw-Araw,Ben&Ben,79869,https://open.spotify.com/track/4rG3h1QwgjSSWz8EIjCFrm,2020-04-01
39,In Your Eyes,The Weeknd,75432,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,2020-04-01
40,It's You,Ali Gatie,74201,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,2020-04-01
41,Malayo Ka Man,Jr Crown,71353,https://open.spotify.com/track/3R6Hl2e7hAyCfofRRToKAo,2020-04-01
42,Sana,I Belong to the Zoo,70360,https://open.spotify.com/track/1X4l4i472kW5ofFP8Xo0x0,2020-04-01
43,I.F.L.Y.,Bazzi,69626,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,2020-04-01
44,"always, i'll care",Jeremy Zucker,69262,https://open.spotify.com/track/1LdS1ULS9e18oW3M2C1MUj,2020-04-01
45,Get You The Moon (feat. Snøw),Kina,68573,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,2020-04-01
46,comethru,Jeremy Zucker,67474,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,2020-04-01
47,Leaves,Ben&Ben,67132,https://open.spotify.com/track/6wdCelHrPh7UfliNjwRTUv,2020-04-01
48,Paalam,Moira Dela Torre,64457,https://open.spotify.com/track/6D9DwqiHiMKmy2V7HvN6zs,2020-04-01
49,WANNABE,ITZY,62498,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,2020-04-01
50,Kung 'Di Rin Lang Ikaw,December Avenue,61402,https://open.spotify.com/track/2BgD4nRyx9EZ5o8YEnjRSV,2020-04-01
51,Blueberry Faygo,Lil Mosey,57487,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,2020-04-01
52,Savage,Megan Thee Stallion,57222,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si,2020-04-01
53,Sa Susunod Na Lang,PDL,55594,https://open.spotify.com/track/34ob61cxp34Sf7KHK6RnSU,2020-04-01
54,Sanctuary,Joji,53022,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3,2020-04-01
55,Binalewala - Original Version,Michael Dutchi Libranda,47533,https://open.spotify.com/track/2tR5liucorXRwduxr0qEx6,2020-04-01
56,Physical,Dua Lipa,47345,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,2020-04-01
57,2002,Anne-Marie,46165,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2020-04-01
58,Your Song,Parokya Ni Edgar,44037,https://open.spotify.com/track/3OpGUlDmRUXh0NkIYWoIlD,2020-04-01
59,Sa Ngalan Ng Pag-Ibig,December Avenue,42672,https://open.spotify.com/track/00mBzIWv5gHOYxwuEJXjOG,2020-04-01
60,Adore You,Harry Styles,42555,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020-04-01
61,Landas,Magnus Haven,42423,https://open.spotify.com/track/7EoLMCwL7LfLsLF8acLpih,2020-04-01
62,I Like Me Better,Lauv,42346,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2020-04-01
63,I Don't Care (with Justin Bieber),Ed Sheeran,42065,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2020-04-01
64,Say You Won't Let Go,James Arthur,41776,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2020-04-01
65,Miracle Nights,ALLMO$T,41409,https://open.spotify.com/track/3sWLOFGI7dNN6YBM1m1RKB,2020-04-01
66,Malibu Nights,LANY,40662,https://open.spotify.com/track/0Eqg0CQ7bK3RQIMPw1A7pl,2020-04-01
67,Beautiful People (feat. Khalid),Ed Sheeran,40238,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2020-04-01
68,Roses - Imanbek Remix,SAINt JHN,40059,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2020-04-01
69,"Patawad, Paalam",Moira Dela Torre,39444,https://open.spotify.com/track/5QJYLlZvfZHX1wUTrgROru,2020-04-01
70,Huling Sandali (Tayo Sa Huling Buwan Ng Taon Official Soundtrack),December Avenue,39419,https://open.spotify.com/track/24ngpWhBOxKJtIPnzSNX8c,2020-04-01
71,Kahit Ayaw Mo Na,This Band,39408,https://open.spotify.com/track/58grXgbCj7t5ulr0TGLIr9,2020-04-01
72,Best Part (feat. Daniel Caesar),H.E.R.,39370,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2020-04-01
73,BELIEVE IT,PARTYNEXTDOOR,39178,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD,2020-04-01
74,Relationship (feat. Future),Young Thug,38343,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg,2020-04-01
75,Señorita,Shawn Mendes,36823,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2020-04-01
76,Tala,Sarah Geronimo,36806,https://open.spotify.com/track/4T7CM071eEoHudiDShZlCJ,2020-04-01
77,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,36330,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2020-04-01
78,Ikaw At Ako,Moira Dela Torre,35847,https://open.spotify.com/track/0gDRtumoR9ZrvAlnniToMz,2020-04-01
79,Mundo,IV Of Spades,35837,https://open.spotify.com/track/4u8RkgV6P4TLi89SmlUtv8,2020-04-01
80,Zebbiana,Skusta Clee,35836,https://open.spotify.com/track/6IdEQ3HUseBeRUYFSzSMdL,2020-04-01
81,Forever (feat. Post Malone & Clever),Justin Bieber,35455,https://open.spotify.com/track/2ZlCGeK30BLRNSPC832pNZ,2020-04-01
82,Rainbow,South Border,35215,https://open.spotify.com/track/3ueq4reab02CypseErxvwS,2020-04-01
83,Fall,Ben&Ben,34824,https://open.spotify.com/track/4SQ3HwsAiGTikY7gOAybwH,2020-04-01
84,Buwan,juan karlos,33920,https://open.spotify.com/track/5f9808hpiCpuNyqqdXmpF2,2020-04-01
85,Nobela,Join The Club,33381,https://open.spotify.com/track/3vGkyQlCw8LklNip0ZUELC,2020-04-01
86,The Day You Said Goodnight,Hale,33195,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3,2020-04-01
87,lowkey,NIKI,33187,https://open.spotify.com/track/5TTXEcfsYLh6fTarLaevTi,2020-04-01
88,Skechers,DripReport,32940,https://open.spotify.com/track/2alc8VZAzDgdAsL2QMk3hu,2020-04-01
89,Psycho,Red Velvet,32159,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,2020-04-01
90,Bounty,Ex Battalion,31511,https://open.spotify.com/track/3BNwUaRo3w1teVSkd69sL8,2020-04-01
91,Boy With Luv (feat. Halsey),BTS,31472,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,2020-04-01
92,Too Good At Goodbyes,Sam Smith,30827,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2020-04-01
93,Hindi Na Nga,This Band,30658,https://open.spotify.com/track/2RgD3eO4IIGF16rR8Ch8OV,2020-04-01
94,Falling,Harry Styles,30497,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,2020-04-01
95,Feelings,Lauv,30355,https://open.spotify.com/track/0s26En1JoJhVj32vizElpA,2020-04-01
96,I Need You More Today,Caleb Santos,30321,https://open.spotify.com/track/761frfZtZ8I2g70UsjFfBK,2020-04-01
97,Bakit Ba Ikaw,Michael Pangilinan,30289,https://open.spotify.com/track/0Vmk6Ebk4QBq7r0VAz2a6s,2020-04-01
98,What If I Told You That I Love You,Ali Gatie,30287,https://open.spotify.com/track/3cqPu20DGTGUoZtbJH2Dmi,2020-04-01
99,Love Someone,Lukas Graham,30149,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1,2020-04-01
100,Tell Me Where It Hurts,MYMP,30132,https://open.spotify.com/track/6C2nrsOlb3jOUGcJAmPrTA,2020-04-01
101,Shape of My Heart,Backstreet Boys,29845,https://open.spotify.com/track/35o9a4iAfLl5jRmqMX9c1D,2020-04-01
102,Lover,Taylor Swift,29759,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,2020-04-01
103,Bulong,December Avenue,29671,https://open.spotify.com/track/5nMKJJ5Rl6X1yn58aVeICO,2020-04-01
104,Lose Control,MEDUZA,29461,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2020-04-01
105,"fuck, i'm lonely (with Anne-Marie)",Lauv,29293,https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz,2020-04-01
106,Kung Wala Ka,Hale,29138,https://open.spotify.com/track/4JSDhJVmo2UqdF7nxbyenn,2020-04-01
107,If the World Was Ending - feat. Julia Michaels,JP Saxe,29128,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2020-04-01
108,After Hours,The Weeknd,28880,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag,2020-04-01
109,Die For You,The Weeknd,28724,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3,2020-04-01
110,You Are The Reason,Calum Scott,28695,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B,2020-04-01
111,Hanggang Kailan - Umuwi Ka Na Baby,Orange & Lemons,28590,https://open.spotify.com/track/5UhpceEr5XmbVwyoIUIRnh,2020-04-01
112,Ride Home,Ben&Ben,28553,https://open.spotify.com/track/1fXHTDYsJiFOjVWITaFp1j,2020-04-01
113,What Am I,Why Don't We,28489,https://open.spotify.com/track/0TMGV2zMZXOILVtQLtkI3G,2020-04-01
114,This I Promise You,*NSYNC,28414,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26,2020-04-01
115,214,Rivermaya,28388,https://open.spotify.com/track/7gZ3kWNtIxFgxjsm5OTVMB,2020-04-01
116,Boss Bitch,Doja Cat,28141,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020-04-01
117,Stickwitu,The Pussycat Dolls,28030,https://open.spotify.com/track/2lgz3yy1AyoceOVOOBmiOS,2020-04-01
118,Like It Is,Kygo,27826,https://open.spotify.com/track/3frUvGrmGcay91lvFbOgsN,2020-04-01
119,Tattoos Together,Lauv,27812,https://open.spotify.com/track/1Srt81FTalOhRw7t7l8Yh8,2020-04-01
120,Dahan,December Avenue,27606,https://open.spotify.com/track/6BxJLJw228OY5BFerPGl7z,2020-04-01
121,ILYSB - STRIPPED,LANY,27540,https://open.spotify.com/track/3Dkvp3L4w0uJFYfIPa8E9H,2020-04-01
122,With a Smile,South Border,27293,https://open.spotify.com/track/6XmskR1cMfgys1W7dExmgi,2020-04-01
123,Tagpuan,Moira Dela Torre,27289,https://open.spotify.com/track/0ztDBQdQmdVZvorSmIjMih,2020-04-01
124,ily (i love you baby) (feat. Emilee),Surf Mesa,27174,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,2020-04-01
125,Ikaw Lang,Kiyo,27151,https://open.spotify.com/track/2kRjoaqiyeS0Faus5wKztH,2020-04-01
126,Rewrite The Stars,Zac Efron,26842,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN,2020-04-01
127,IDGAF,Dua Lipa,26789,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2020-04-01
128,Someday,Nina,26719,https://open.spotify.com/track/1MkiRsYBkXbXvdiYvTTiQT,2020-04-01
129,bad guy,Billie Eilish,26639,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2020-04-01
130,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,26628,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,2020-04-01
131,I Love Me,Demi Lovato,26611,https://open.spotify.com/track/2IHLaN6wwYKQ3S24NsQqpA,2020-04-01
132,Your Song (My One and Only You),Julie Anne San Jose,26562,https://open.spotify.com/track/5Seh4HfqT1mFnRJQswqz51,2020-04-01
133,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,26553,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0,2020-04-01
134,Just the Way You Are,Bruno Mars,26426,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,2020-04-01
135,Titig,MC Einstein,26413,https://open.spotify.com/track/1x8pFCRfBnDqckyB6mlZci,2020-04-01
136,"Till My Heartaches End - From ""The Significant Other""",KZ Tandingan,26396,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz,2020-04-01
137,Neneng B,Nik Makino,26336,https://open.spotify.com/track/0BaMZMMEG7GWrUYsoGw8Yg,2020-04-01
138,Urong Sulong,Alisson Shore,26110,https://open.spotify.com/track/2KoWHNtJrbE0WxWfQjYjyu,2020-04-01
139,She Will Be Loved - Radio Mix,Maroon 5,26069,https://open.spotify.com/track/4llK75pXNWZz6KAho2Gp16,2020-04-01
140,To Die For,Sam Smith,26011,https://open.spotify.com/track/2ZTYlnhhV1UAReg7wIGolx,2020-04-01
141,Pauwi Nako,PDL,25890,https://open.spotify.com/track/2tzAN1L07SNwnOdgOEeuQr,2020-04-01
142,Tadhana,Up Dharma Down,25795,https://open.spotify.com/track/6NFKf8vBApSvtzkapYmnVR,2020-04-01
143,Before You Go,Lewis Capaldi,25655,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2020-04-01
144,"thank u, next",Ariana Grande,25508,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,2020-04-01
145,i'm so tired...,Lauv,25455,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw,2020-04-01
146,Lucky,Jason Mraz,25235,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6,2020-04-01
147,Weak,Khel Pangilinan,25231,https://open.spotify.com/track/06cUybZMETs4i3yQO1f7p3,2020-04-01
148,Balang Araw,I Belong to the Zoo,25048,https://open.spotify.com/track/5NXdUJ3Z2jhlp2u1cj6f7m,2020-04-01
149,If I Can't Have You,Shawn Mendes,24907,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2020-04-01
150,Lose You To Love Me,Selena Gomez,24859,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,2020-04-01
151,The Weekend - Funk Wav Remix,SZA,24751,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,2020-04-01
152,Without Me,Halsey,24742,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,2020-04-01
153,Goodbyes (Feat. Young Thug),Post Malone,24599,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2020-04-01
154,Beautiful (feat. Camila Cabello),Bazzi,24334,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2020-04-01
155,ON,BTS,24320,https://open.spotify.com/track/2QyuXBcV1LJ2rq01KhreMF,2020-04-01
156,It Might Be You - Theme from Everyday I Love You,Michael Pangilinan,24319,https://open.spotify.com/track/4FdQYoWFym37QDQ2GkEHi1,2020-04-01
157,You're Still The One,Shania Twain,24308,https://open.spotify.com/track/6sU3YUz0Ld3OPFmrnxlpzD,2020-04-01
158,Feel Special,TWICE,24299,https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj,2020-04-01
159,Out of My League,Stephen Speaks,24257,https://open.spotify.com/track/2PkQeKapTNUjwpKLf8aJlq,2020-04-01
160,Before I Let You Go,Freestyle,24233,https://open.spotify.com/track/5T8bLnWG8sg9ER8RKNZbCB,2020-04-01
161,You And Me,Lifehouse,24213,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT,2020-04-01
162,Repeat,Al James,24139,https://open.spotify.com/track/011GTFfE8rqTRMhz5g8IAW,2020-04-01
163,Ikaw Lamang,Silent Sanctuary,23914,https://open.spotify.com/track/2v5VIWMjZxeiG52KckiXxS,2020-04-01
164,Kahit Di Mo Alam,December Avenue,23877,https://open.spotify.com/track/6GIzDc4xBUeYHwubWwTrhC,2020-04-01
165,I'm Yours,Jason Mraz,23721,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,2020-04-01
166,Never Really Over,Katy Perry,23600,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,2020-04-01
167,Shallow,Lady Gaga,23552,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2020-04-01
168,Normalan,Shanti Dope,23480,https://open.spotify.com/track/2ctqjxISMsrkCg7YdGkECu,2020-04-01
169,Dating Tayo,TJ Monterde,23440,https://open.spotify.com/track/267RumTt5KeLBGl2KWxBL0,2020-04-01
170,Demonyo,juan karlos,23393,https://open.spotify.com/track/1WXs4O7mBxXglHJPwYweHq,2020-04-01
171,So Sick,Ne-Yo,23342,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT,2020-04-01
172,Dantay,Kiyo,23292,https://open.spotify.com/track/7tQ2P3dP76bj1aSEfe8StO,2020-04-01
173,Beautiful Soul,Jesse McCartney,23213,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS,2020-04-01
174,Godzilla (feat. Juice WRLD),Eminem,23135,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2020-04-01
175,Bagay Tayo,ALLMO$T,22895,https://open.spotify.com/track/2mwd0LWLBgtQBEOLG96nbU,2020-04-01
176,Mabagal,Daniel Padilla,22774,https://open.spotify.com/track/4wJ5SjIkViEQEu95U8oyLt,2020-04-01
177,Oceans (Where Feet May Fail),Hillsong UNITED,22717,https://open.spotify.com/track/5Mw9bXG1dLNhbjofkVS2oR,2020-04-01
178,I Want It That Way,Backstreet Boys,22604,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya,2020-04-01
179,Patawad,Moira Dela Torre,22580,https://open.spotify.com/track/6tw7xpKrZm9vHfymxBc52E,2020-04-01
180,Perfect,Ed Sheeran,22274,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2020-04-01
181,Dancing With A Stranger (with Normani),Sam Smith,22232,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2020-04-01
182,How Do You Sleep?,Sam Smith,22167,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2020-04-01
183,"Halik Sa Hangin - From ""The Killer Bride""",KZ Tandingan,22131,https://open.spotify.com/track/77iVPjxBy9Q3GgOxVE1UUA,2020-04-01
184,Ex,Callalily,22024,https://open.spotify.com/track/0GHwNr0lqf8jpc9wesmnHo,2020-04-01
185,Stupid Love,Lady Gaga,21923,https://open.spotify.com/track/2kJu14V7hbZw3I4K8L8SXb,2020-04-01
186,Modern Loneliness,Lauv,21911,https://open.spotify.com/track/1eyek0KJEh2v5HQ9uQSybb,2020-04-01
187,Sino,Unique Salonga,21787,https://open.spotify.com/track/0x2VgHoxUxKFbIUqQur8Fe,2020-04-01
188,Thick And Thin,LANY,21786,https://open.spotify.com/track/3D110t9ctcoOoylXsc3iR8,2020-04-01
189,Lexi,Nik Makino,21784,https://open.spotify.com/track/5LZqOdfYUXunyhHmPqGI6j,2020-04-01
190,Know Your Worth,Khalid,21747,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf,2020-04-01
191,When You Say Nothing At All,Ronan Keating,21723,https://open.spotify.com/track/0gcjc7Vt5xtcfmJgf6g2IO,2020-04-01
192,Take A Bow,Rihanna,21632,https://open.spotify.com/track/39afswHs17v53znQm1gDTY,2020-04-01
193,Migraine,Moonstar88,21594,https://open.spotify.com/track/7sW3f7PqDV7BQ7qqeVBJIA,2020-04-01
194,Ang Huling El Bimbo,Eraserheads,21588,https://open.spotify.com/track/135ggzbjOogZ75IQ0LQi8r,2020-04-01
195,The Way You Look at Me,Christian Bautista,21585,https://open.spotify.com/track/1C3wg8sCIPqpNQx0wAL4DC,2020-04-01
196,Magbalik,Callalily,21582,https://open.spotify.com/track/5zMR44ZH4KVZj4FlhTj3SE,2020-04-01
197,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,21570,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW,2020-04-01
198,Talk (feat. Disclosure),Khalid,21516,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,2020-04-01
199,True,Ryan Cabrera,21367,https://open.spotify.com/track/0jdeV5dSB3kUBRqe1xQJbh,2020-04-01
